day,month_year,category,class_name,location,time_of_day,duration
16,"February, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
11,"February, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"February, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
04,"February, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"February, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
30,"January, 2019",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
30,"January, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"January, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"January, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
21,"January, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"January, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
16,"January, 2019",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
16,"January, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"January, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"January, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
09,"January, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"January, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"January, 2019",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
02,"January, 2019",Martial arts,Fighting Mastery,"Cantu's Self-Defense, LLC. w/ Roy Cantu",12:30pm,(30 min)
02,"January, 2019",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:30am,(60 min)
21,"December, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
19,"December, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"December, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
15,"December, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
12,"December, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
10,"December, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
08,"December, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
06,"December, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
03,"December, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"December, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
17,"November, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
16,"November, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
12,"November, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
11,"November, 2018",Martial arts,Adult VB Seminar,"Cantu's Self-Defense, LLC. w/ Roy Cantu",9:00am,(300 min)
09,"November, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
07,"November, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
07,"November, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"November, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
05,"November, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"November, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
02,"November, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
31,"October, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
31,"October, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
29,"October, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
29,"October, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"October, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
26,"October, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
23,"October, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
22,"October, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
22,"October, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
20,"October, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
19,"October, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
15,"October, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
15,"October, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
13,"October, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
12,"October, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
10,"October, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
08,"October, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
08,"October, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"October, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
03,"October, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
03,"October, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"October, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
01,"October, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
29,"September, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
28,"September, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
24,"September, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
24,"September, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
22,"September, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
19,"September, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"September, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
17,"September, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
15,"September, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
14,"September, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
12,"September, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
12,"September, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
10,"September, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
10,"September, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
08,"September, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
05,"September, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"September, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
29,"August, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled Coach,8:00am,(60 min)
29,"August, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"August, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
25,"August, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
22,"August, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
20,"August, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"August, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
13,"August, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"August, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
08,"August, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"August, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"August, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
03,"August, 2018",Other,Ollin Boot Camp,Cypress Pro Medical Group w/ Scheduled  Coach,6:00am,(60 min)
01,"August, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
01,"August, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"July, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"July, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
07,"July, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
02,"July, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"June, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
29,"June, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
25,"June, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
25,"June, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"June, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
22,"June, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
20,"June, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
20,"June, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"June, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
18,"June, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"June, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
13,"June, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
13,"June, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"June, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"June, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
08,"June, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
06,"June, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
06,"June, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"June, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
04,"June, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"June, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
01,"June, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
31,"May, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
26,"May, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
18,"May, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
16,"May, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"May, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
14,"May, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"May, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
09,"May, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
09,"May, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"May, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
07,"May, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"May, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
03,"May, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
30,"April, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
30,"April, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
28,"April, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
25,"April, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
25,"April, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
23,"April, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
21,"April, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
18,"April, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"April, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
14,"April, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
11,"April, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"April, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
07,"April, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
06,"April, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
04,"April, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
04,"April, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"April, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
02,"April, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
31,"March, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
26,"March, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"March, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
19,"March, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"March, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
16,"March, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
10,"March, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
09,"March, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
07,"March, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"March, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
05,"March, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"March, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
02,"March, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
28,"February, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
28,"February, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
26,"February, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
26,"February, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
24,"February, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
21,"February, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
19,"February, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
19,"February, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"February, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
14,"February, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
12,"February, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
10,"February, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
09,"February, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
07,"February, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
07,"February, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
05,"February, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
03,"February, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
02,"February, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
31,"January, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
31,"January, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
30,"January, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,11:00am,(60 min)
12,"January, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
10,"January, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
10,"January, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
08,"January, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"January, 2018",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
05,"January, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
03,"January, 2018",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
01,"January, 2018",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
29,"December, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
28,"December, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,11:00am,(60 min)
27,"December, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
22,"December, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
20,"December, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,11:00am,(60 min)
20,"December, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
18,"December, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
18,"December, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
16,"December, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
13,"December, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
13,"December, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"December, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
11,"December, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
09,"December, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
08,"December, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
06,"December, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
06,"December, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
04,"December, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
02,"December, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
01,"December, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
29,"November, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
29,"November, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
27,"November, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
27,"November, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
17,"November, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
15,"November, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
15,"November, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
13,"November, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
13,"November, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
11,"November, 2017",Martial arts,Sparring,"Cantu's Self-Defense, LLC. w/ Roy Cantu",11:00am,(60 min)
10,"November, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,11:00am,(60 min)
08,"November, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
08,"November, 2017",Martial arts,Fighting Foundations,"Cantu's Self-Defense, LLC. w/ Roy Cantu",5:30am,(60 min)
06,"November, 2017",Gym classes,BLUE ADULT,Cypress Pro Medical Group w/ Scheduled  Coach,8:00am,(60 min)
